"","studyName","germplasmDbId","trait","predicted.value","standard.error","upper.Confidence.limit","lower.Confidence.limit","est.status"
"46","A5S_Neo_20","240895","Grain.yield...bu.ac",60.4449999997068,2.55338528650542,65.5000996616446,55.3899003377689,"Estimable"
"47","A5S_Neo_20","240895","Plant.height...cm.",84.6666666666666,1.47397737767222,87.5847936657348,81.7485396675985,"Estimable"
"48","A5S_Neo_20","84655","Grain.test.weight...lbs.bu",58.3534894996877,0.422109760434357,59.1891671071954,57.5178118921799,"Estimable"
"49","A5S_Neo_20","84655","Grain.yield...bu.ac",61.8580000024808,2.55338528650542,66.9130996644186,56.8029003405429,"Estimable"
"50","A5S_Neo_20","84655","Plant.height...cm.",88.9,1.47397737767222,91.8181269990681,85.9818730009318,"Estimable"
"51","A5S_Neo_20","84672","Grain.test.weight...lbs.bu",58.8115014924381,0.354859464586555,59.5140394012086,58.1089635836675,"Estimable"
"52","A5S_Neo_20","84672","Grain.yield...bu.ac",73.9470000014308,2.55338528650542,79.0020996633686,68.891900339493,"Estimable"
"53","A5S_Neo_20","84672","Plant.height...cm.",89.7466666666667,1.47397737767222,92.6647936657348,86.8285396675985,"Estimable"
"54","A5S_Neo_20","84835","Grain.test.weight...lbs.bu",59.7990670092349,0.354859464586555,60.5016049180054,59.0965291004644,"Estimable"
"55","A5S_Neo_20","84835","Grain.yield...bu.ac",68.6090000008645,2.55338528650542,73.6640996628024,63.5539003389267,"Estimable"
"56","A5S_Neo_20","84835","Plant.height...cm.",80.4333333333333,1.47397737767222,83.3514603324015,77.5152063342652,"Estimable"
"57","A5S_Neo_20","84897","Grain.test.weight...lbs.bu",59.1828261274373,0.354859464586555,59.8853640362079,58.4802882186668,"Estimable"
"58","A5S_Neo_20","84897","Grain.yield...bu.ac",65.7830000002731,2.55338528650542,70.8380996622109,60.7279003383353,"Estimable"
"59","A5S_Neo_20","84897","Plant.height...cm.",82.1266666666667,1.47397737767222,85.0447936657348,79.2085396675985,"Estimable"
"60","A5S_Neo_20","84968","Grain.test.weight...lbs.bu",58.6455904872942,0.354859464586555,59.3481283960647,57.9430525785237,"Estimable"
"61","A5S_Neo_20","84968","Grain.yield...bu.ac",72.3770000033051,2.55338528650542,77.4320996652429,67.3219003413673,"Estimable"
"62","A5S_Neo_20","84968","Plant.height...cm.",88.9,1.47397737767223,91.8181269990682,85.9818730009318,"Estimable"
"63","A5S_Neo_20","94122","Grain.yield...bu.ac",54.1649999972912,2.55338528650542,59.220099659229,49.1099003353533,"Estimable"
"64","A5S_Neo_20","94122","Plant.height...cm.",77.0466666666666,1.47397737767223,79.9647936657348,74.1285396675985,"Estimable"
"65","A5S_Neo_20","98931","Grain.test.weight...lbs.bu",56.4824803745519,0.578732131988395,57.62823327766,55.3367274714438,"Estimable"
"66","A5S_Neo_20","98931","Grain.yield...bu.ac",59.8170000034305,2.55338528650542,64.8720996653683,54.7619003414927,"Estimable"
"67","A5S_Neo_20","98931","Plant.height...cm.",81.28,1.47397737767222,84.1981269990682,78.3618730009318,"Estimable"
"68","A5S_Neo_20","99363","Grain.test.weight...lbs.bu",57.185229302831,0.422109760434357,58.0209069103387,56.3495516953232,"Estimable"
"69","A5S_Neo_20","99363","Grain.yield...bu.ac",64.0559999968827,2.55338528650542,69.1110996588205,59.0009003349449,"Estimable"
"70","A5S_Neo_20","99363","Plant.height...cm.",85.5133333333333,1.47397737767222,88.4314603324015,82.5952063342652,"Estimable"
"71","A5S_Scb_20","100215","FHB.grain.incidence.....",52.4999999999978,9.47119440997519,71.3378247516583,33.6621752483373,"Estimable"
"72","A5S_Scb_20","100215","FHB.incidence.....",94.9999999999966,9.51595984369941,113.926861398877,76.0731386011166,"Estimable"
"73","A5S_Scb_20","100215","FHB.severity.....",71.214285714286,8.06776985261627,87.2607554668495,55.1678159617226,"Estimable"
"74","A5S_Scb_20","100216","FHB.grain.incidence.....",50,9.47119440997542,68.8378247516609,31.1621752483391,"Estimable"
"75","A5S_Scb_20","100216","FHB.incidence.....",35,9.51595984369956,53.9268613988804,16.0731386011197,"Estimable"
"76","A5S_Scb_20","100216","FHB.severity.....",33.3571428571429,8.06776985261621,49.4036126097062,17.3106731045795,"Estimable"
"77","A5S_Scb_20","100219","FHB.grain.incidence.....",32.5,9.47119440997542,51.3378247516609,13.6621752483391,"Estimable"
"78","A5S_Scb_20","100219","FHB.incidence.....",60,9.51595984369956,78.9268613988804,41.0731386011197,"Estimable"
"79","A5S_Scb_20","100219","FHB.severity.....",53.0714285714286,8.06776985261621,69.1178983239919,37.0249588188652,"Estimable"
"80","A5S_Scb_20","100222","FHB.grain.incidence.....",35,9.47119440997541,53.8378247516609,16.1621752483391,"Estimable"
"81","A5S_Scb_20","100222","FHB.incidence.....",62.5,9.51595984369956,81.4268613988804,43.5731386011197,"Estimable"
"82","A5S_Scb_20","100222","FHB.severity.....",38.0714285714286,8.06776985261621,54.1178983239919,22.0249588188652,"Estimable"
"83","A5S_Scb_20","100223","FHB.grain.incidence.....",52.5,9.47119440997542,71.3378247516609,33.6621752483391,"Estimable"
"84","A5S_Scb_20","100223","FHB.incidence.....",75,9.51595984369956,93.9268613988803,56.0731386011196,"Estimable"
"85","A5S_Scb_20","100223","FHB.severity.....",45.1428571428572,8.06776985261621,61.1893268954205,29.0963873902938,"Estimable"
"86","A5S_Scb_20","240419","FHB.grain.incidence.....",55,9.47119440997542,73.8378247516609,36.162175248339,"Estimable"
"87","A5S_Scb_20","240419","FHB.incidence.....",55,9.51595984369956,73.9268613988803,36.0731386011197,"Estimable"
"88","A5S_Scb_20","240419","FHB.severity.....",34.7142857142857,8.06776985261621,50.760755466849,18.6678159617224,"Estimable"
"89","A5S_Scb_20","240420","FHB.grain.incidence.....",22.5,9.47119440997542,41.3378247516609,3.66217524833908,"Estimable"
"90","A5S_Scb_20","240420","FHB.incidence.....",40,9.51595984369956,58.9268613988804,21.0731386011197,"Estimable"
"91","A5S_Scb_20","240420","FHB.severity.....",36,8.06776985261621,52.0464697525634,19.9535302474367,"Estimable"
"92","A5S_Scb_20","240422","FHB.grain.incidence.....",10,9.47119440997542,28.8378247516609,-8.83782475166092,"Estimable"
"93","A5S_Scb_20","240422","FHB.incidence.....",45,9.51595984369956,63.9268613988803,26.0731386011197,"Estimable"
"94","A5S_Scb_20","240422","FHB.severity.....",35,8.06776985261621,51.0464697525634,18.9535302474367,"Estimable"
"95","A5S_Scb_20","240428","FHB.grain.incidence.....",92.5,9.47119440997542,111.337824751661,73.662175248339,"Estimable"
"96","A5S_Scb_20","240428","FHB.incidence.....",92.4999999999999,9.51595984369956,111.42686139888,73.5731386011196,"Estimable"
"97","A5S_Scb_20","240428","FHB.severity.....",70.4285714285714,8.06776985261621,86.4750411811348,54.3821016760081,"Estimable"
"98","A5S_Scb_20","240764","FHB.grain.incidence.....",45,9.47119440997542,63.8378247516609,26.1621752483391,"Estimable"
"99","A5S_Scb_20","240764","FHB.incidence.....",84.9999999999999,9.51595984369956,103.92686139888,66.0731386011196,"Estimable"
"100","A5S_Scb_20","240764","FHB.severity.....",77.1428571428572,8.06776985261621,93.1893268954205,61.0963873902938,"Estimable"
"101","A5S_Scb_20","240766","FHB.grain.incidence.....",50,9.47119440997542,68.8378247516609,31.1621752483391,"Estimable"
"102","A5S_Scb_20","240766","FHB.incidence.....",82.5,9.51595984369956,101.42686139888,63.5731386011196,"Estimable"
"103","A5S_Scb_20","240766","FHB.severity.....",67.5,8.06776985261621,83.5464697525634,51.4535302474367,"Estimable"
"104","A5S_Scb_20","240769","FHB.grain.incidence.....",45,9.47119440997542,63.8378247516609,26.162175248339,"Estimable"
"105","A5S_Scb_20","240769","FHB.incidence.....",94.9999999999999,9.51595984369956,113.92686139888,76.0731386011196,"Estimable"
"106","A5S_Scb_20","240769","FHB.severity.....",79,8.06776985261621,95.0464697525634,62.9535302474367,"Estimable"
"107","A5S_Scb_20","240791","FHB.grain.incidence.....",55,9.47119440997542,73.8378247516609,36.1621752483391,"Estimable"
"108","A5S_Scb_20","240791","FHB.incidence.....",85,9.51595984369956,103.92686139888,66.0731386011196,"Estimable"
"109","A5S_Scb_20","240791","FHB.severity.....",84.2857142857143,8.06776985261621,100.332184038278,68.239244533151,"Estimable"
"110","A5S_Scb_20","240797","FHB.grain.incidence.....",32.5,9.47119440997542,51.3378247516609,13.6621752483391,"Estimable"
"111","A5S_Scb_20","240797","FHB.incidence.....",74.9999999999999,9.51595984369956,93.9268613988803,56.0731386011196,"Estimable"
"112","A5S_Scb_20","240797","FHB.severity.....",51.3571428571429,8.06776985261621,67.4036126097063,35.3106731045796,"Estimable"
"113","A5S_Scb_20","240887","FHB.grain.incidence.....",22.5,9.47119440997542,41.3378247516609,3.66217524833907,"Estimable"
"114","A5S_Scb_20","240887","FHB.incidence.....",50,9.51595984369956,68.9268613988804,31.0731386011197,"Estimable"
"115","A5S_Scb_20","240887","FHB.severity.....",34.3571428571429,8.06776985261621,50.4036126097062,18.3106731045795,"Estimable"
"116","A5S_Scb_20","240891","FHB.grain.incidence.....",45,9.47119440997542,63.8378247516609,26.1621752483391,"Estimable"
"117","A5S_Scb_20","240891","FHB.incidence.....",62.5,9.51595984369956,81.4268613988804,43.5731386011197,"Estimable"
"118","A5S_Scb_20","240891","FHB.severity.....",18.2142857142857,8.06776985261621,34.260755466849,2.16781596172236,"Estimable"
"119","A5S_Scb_20","240894","FHB.grain.incidence.....",92.5,9.47119440997542,111.337824751661,73.6621752483391,"Estimable"
"120","A5S_Scb_20","240894","FHB.incidence.....",95,9.51595984369956,113.92686139888,76.0731386011196,"Estimable"
"121","A5S_Scb_20","240894","FHB.severity.....",80.2142857142857,8.06776985261621,96.260755466849,64.1678159617224,"Estimable"
"122","A5S_Scb_20","240895","FHB.grain.incidence.....",52.5,9.47119440997542,71.3378247516609,33.662175248339,"Estimable"
"123","A5S_Scb_20","240895","FHB.incidence.....",80,9.51595984369956,98.9268613988803,61.0731386011196,"Estimable"
"124","A5S_Scb_20","240895","FHB.severity.....",50.1428571428572,8.06776985261621,66.1893268954205,34.0963873902938,"Estimable"
"125","A5S_Scb_20","84655","FHB.grain.incidence.....",9.99999999999999,9.47119440997542,28.8378247516609,-8.83782475166094,"Estimable"
"126","A5S_Scb_20","84655","FHB.incidence.....",67.5,9.51595984369956,86.4268613988803,48.5731386011196,"Estimable"
"127","A5S_Scb_20","84655","FHB.severity.....",36.5714285714286,8.06776985261621,52.6178983239919,20.5249588188652,"Estimable"
"128","A5S_Scb_20","84672","FHB.grain.incidence.....",10,9.47119440997542,28.8378247516609,-8.83782475166094,"Estimable"
"129","A5S_Scb_20","84672","FHB.incidence.....",35,9.51595984369956,53.9268613988804,16.0731386011197,"Estimable"
"130","A5S_Scb_20","84672","FHB.severity.....",22.4285714285715,8.06776985261621,38.4750411811348,6.38210167600812,"Estimable"
"131","A5S_Scb_20","84801","FHB.grain.incidence.....",12.5,9.47119440997542,31.3378247516609,-6.33782475166094,"Estimable"
"132","A5S_Scb_20","84801","FHB.incidence.....",37.5,9.51595984369956,56.4268613988803,18.5731386011197,"Estimable"
"133","A5S_Scb_20","84801","FHB.severity.....",36.3571428571429,8.06776985261621,52.4036126097062,20.3106731045795,"Estimable"
"134","A5S_Scb_20","84835","FHB.grain.incidence.....",5.00000000000003,9.47119440997542,23.837824751661,-13.8378247516609,"Estimable"
"135","A5S_Scb_20","84835","FHB.incidence.....",30,9.51595984369956,48.9268613988804,11.0731386011197,"Estimable"
"136","A5S_Scb_20","84835","FHB.severity.....",19.4285714285715,8.06776985261621,35.4750411811348,3.38210167600813,"Estimable"
"137","A5S_Scb_20","84897","FHB.grain.incidence.....",12.5,9.47119440997542,31.3378247516609,-6.33782475166093,"Estimable"
"138","A5S_Scb_20","84897","FHB.incidence.....",32.5,9.51595984369956,51.4268613988803,13.5731386011196,"Estimable"
"139","A5S_Scb_20","84897","FHB.severity.....",45.8571428571429,8.06776985261621,61.9036126097062,29.8106731045795,"Estimable"
"140","A5S_Scb_20","84968","FHB.grain.incidence.....",12.5,9.47119440997542,31.3378247516609,-6.33782475166094,"Estimable"
"141","A5S_Scb_20","84968","FHB.incidence.....",35,9.51595984369956,53.9268613988803,16.0731386011196,"Estimable"
"142","A5S_Scb_20","84968","FHB.severity.....",26.5714285714286,8.06776985261621,42.6178983239919,10.5249588188653,"Estimable"
"143","A5S_Scb_20","85081","FHB.grain.incidence.....",2.99999999999999,9.47119440997542,21.8378247516609,-15.8378247516609,"Estimable"
"144","A5S_Scb_20","85081","FHB.incidence.....",15,9.51595984369956,33.9268613988803,-3.92686139888036,"Estimable"
"145","A5S_Scb_20","85081","FHB.severity.....",23.5714285714286,8.06776985261621,39.6178983239919,7.52495881886523,"Estimable"
"146","A5S_Scb_20","94122","FHB.grain.incidence.....",57.5,9.47119440997542,76.3378247516609,38.6621752483391,"Estimable"
"147","A5S_Scb_20","94122","FHB.incidence.....",35,9.51595984369956,53.9268613988803,16.0731386011196,"Estimable"
"148","A5S_Scb_20","94122","FHB.severity.....",22.7142857142857,8.06776985261621,38.760755466849,6.66781596172237,"Estimable"
"149","A5S_Scb_20","98931","FHB.grain.incidence.....",12.5,9.47119440997542,31.3378247516609,-6.33782475166097,"Estimable"
"150","A5S_Scb_20","98931","FHB.incidence.....",62.5,9.51595984369956,81.4268613988803,43.5731386011196,"Estimable"
"151","A5S_Scb_20","98931","FHB.severity.....",65,8.06776985261621,81.0464697525633,48.9535302474367,"Estimable"
"152","A5S_Scb_20","99363","FHB.grain.incidence.....",42.5,9.47119440997542,61.3378247516609,23.662175248339,"Estimable"
"153","A5S_Scb_20","99363","FHB.incidence.....",70,9.51595984369956,88.9268613988803,51.0731386011196,"Estimable"
"154","A5S_Scb_20","99363","FHB.severity.....",51.4285714285714,8.06776985261621,67.4750411811347,35.3821016760081,"Estimable"
"155","A5S_Urb_20","100215","FHB.plant.response...1.9.response.scale.",4.99999999999951,0.411292561981795,5.80946219837343,4.19053780162558,"Estimable"
"156","A5S_Urb_20","100215","Grain.test.weight...lbs.bu",56.3939411169709,0.50349701285309,57.3848702914129,55.4030119425289,"Estimable"
"157","A5S_Urb_20","100215","Grain.yield...bu.ac",76.4590000013859,3.83398572066991,84.0046421959196,68.9133578068522,"Estimable"
"158","A5S_Urb_20","100215","Heading.time...Julian.date..JD..",137.666666666665,0.572484499832023,138.793369662548,136.539963670783,"Estimable"
"159","A5S_Urb_20","100215","Plant.height...cm.",87.2066666666601,2.20851111621472,91.5532229346617,82.8601103986584,"Estimable"
"160","A5S_Urb_20","100215","Septoria.nodorum.leaf.blotch.severity...0.9.percentage.scale.",3.3333333333349,0.672208021737291,4.65630153975761,2.01036512691219,"Estimable"
"161","A5S_Urb_20","100216","FHB.plant.response...1.9.response.scale.",2.66666666666667,0.411292561981793,3.47612886504059,1.85720446829274,"Estimable"
"162","A5S_Urb_20","100216","Grain.test.weight...lbs.bu",54.8217368160765,0.5034970128531,55.8126659905186,53.8308076416345,"Estimable"
"163","A5S_Urb_20","100216","Grain.yield...bu.ac",81.9540000022802,3.83398572067007,89.4996421968142,74.4083578077462,"Estimable"
"164","A5S_Urb_20","100216","Heading.time...Julian.date..JD..",139.333333333333,0.572484499832023,140.460036329216,138.206630337451,"Estimable"
"165","A5S_Urb_20","100216","Plant.height...cm.",84.6666666666666,2.2085111162147,89.0132229346682,80.3201103986651,"Estimable"
"166","A5S_Urb_20","100216","Septoria.nodorum.leaf.blotch.severity...0.9.percentage.scale.",5.66666666666668,0.6722080217373,6.9896348730894,4.34369846024395,"Estimable"
"167","A5S_Urb_20","100219","FHB.plant.response...1.9.response.scale.",3.33333333333333,0.411292561981794,4.14279553170726,2.52387113495941,"Estimable"
"168","A5S_Urb_20","100219","Grain.test.weight...lbs.bu",56.141124343161,0.5034970128531,57.1320535176031,55.150195168719,"Estimable"
"169","A5S_Urb_20","100219","Grain.yield...bu.ac",75.0459999986317,3.83398572067007,82.5916421931657,67.5003578040977,"Estimable"
"170","A5S_Urb_20","100219","Heading.time...Julian.date..JD..",140.666666666667,0.572484499832023,141.793369662549,139.539963670784,"Estimable"
"171","A5S_Urb_20","100219","Plant.height...cm.",85.5133333333333,2.2085111162147,89.8598896013349,81.1667770653317,"Estimable"
"172","A5S_Urb_20","100219","Septoria.nodorum.leaf.blotch.severity...0.9.percentage.scale.",3,0.6722080217373,4.32296820642273,1.67703179357728,"Estimable"
"173","A5S_Urb_20","100222","FHB.plant.response...1.9.response.scale.",2.66666666666667,0.411292561981793,3.47612886504059,1.85720446829274,"Estimable"
"174","A5S_Urb_20","100222","Grain.test.weight...lbs.bu",55.9120091426219,0.5034970128531,56.902938317064,54.9210799681799,"Estimable"
"175","A5S_Urb_20","100222","Grain.yield...bu.ac",82.5819999985565,3.83398572067007,90.1276421930905,75.0363578040225,"Estimable"
"176","A5S_Urb_20","100222","Heading.time...Julian.date..JD..",142,0.572484499832023,143.126702995882,140.873297004118,"Estimable"
"177","A5S_Urb_20","100222","Plant.height...cm.",82.9733333333333,2.2085111162147,87.3198896013349,78.6267770653317,"Estimable"
"178","A5S_Urb_20","100222","Septoria.nodorum.leaf.blotch.severity...0.9.percentage.scale.",2.00000000000001,0.6722080217373,3.32296820642273,0.677031793577286,"Estimable"
"179","A5S_Urb_20","100223","FHB.plant.response...1.9.response.scale.",2.66666666666667,0.411292561981793,3.47612886504059,1.85720446829275,"Estimable"
"180","A5S_Urb_20","100223","Grain.test.weight...lbs.bu",55.0113493944936,0.5034970128531,56.0022785689356,54.0204202200515,"Estimable"
"181","A5S_Urb_20","100223","Grain.yield...bu.ac",83.9950000013305,3.83398572067007,91.5406421958645,76.4493578067965,"Estimable"
"182","A5S_Urb_20","100223","Heading.time...Julian.date..JD..",141.666666666667,0.572484499832023,142.793369662549,140.539963670784,"Estimable"
"183","A5S_Urb_20","100223","Plant.height...cm.",85.5133333333333,2.2085111162147,89.8598896013349,81.1667770653317,"Estimable"
"184","A5S_Urb_20","100223","Septoria.nodorum.leaf.blotch.severity...0.9.percentage.scale.",2.33333333333334,0.6722080217373,3.65630153975607,1.01036512691062,"Estimable"
"185","A5S_Urb_20","240419","FHB.plant.response...1.9.response.scale.",4.66666666666667,0.411292561981794,5.47612886504059,3.85720446829275,"Estimable"
"186","A5S_Urb_20","240419","Grain.test.weight...lbs.bu",54.7040358664508,0.569050224720573,55.8239798879716,53.58409184493,"Estimable"
"187","A5S_Urb_20","240419","Grain.yield...bu.ac",55.8919999957252,3.83398572067007,63.4376421902592,48.3463578011911,"Estimable"
"188","A5S_Urb_20","240419","Heading.time...Julian.date..JD..",139,0.572484499832023,140.126702995882,137.873297004118,"Estimable"
"189","A5S_Urb_20","240419","Plant.height...cm.",70.2733333333334,2.2085111162147,74.619889601335,65.9267770653318,"Estimable"
"190","A5S_Urb_20","240419","Septoria.nodorum.leaf.blotch.severity...0.9.percentage.scale.",6.33333333333333,0.6722080217373,7.65630153975605,5.0103651269106,"Estimable"
"191","A5S_Urb_20","240420","FHB.plant.response...1.9.response.scale.",3,0.411292561981793,3.80946219837392,2.19053780162608,"Estimable"
"192","A5S_Urb_20","240420","Grain.test.weight...lbs.bu",55.5327839857878,0.5034970128531,56.5237131602299,54.5418548113458,"Estimable"
"193","A5S_Urb_20","240420","Grain.yield...bu.ac",67.9809999996315,3.83398572067007,75.5266421941655,60.4353578050974,"Estimable"
"194","A5S_Urb_20","240420","Heading.time...Julian.date..JD..",140.333333333333,0.572484499832023,141.460036329216,139.206630337451,"Estimable"
"195","A5S_Urb_20","240420","Plant.height...cm.",75.3533333333333,2.2085111162147,79.6998896013349,71.0067770653317,"Estimable"
"196","A5S_Urb_20","240420","Septoria.nodorum.leaf.blotch.severity...0.9.percentage.scale.",3.66666666666668,0.6722080217373,4.9896348730894,2.34369846024395,"Estimable"
"197","A5S_Urb_20","240422","FHB.plant.response...1.9.response.scale.",3.66666666666667,0.411292561981793,4.47612886504059,2.85720446829275,"Estimable"
"198","A5S_Urb_20","240422","Grain.test.weight...lbs.bu",54.8217368160765,0.5034970128531,55.8126659905185,53.8308076416344,"Estimable"
"199","A5S_Urb_20","240422","Grain.yield...bu.ac",63.1139999999897,3.83398572067007,70.6596421945237,55.5683578054557,"Estimable"
"200","A5S_Urb_20","240422","Heading.time...Julian.date..JD..",142,0.572484499832023,143.126702995882,140.873297004118,"Estimable"
"201","A5S_Urb_20","240422","Plant.height...cm.",79.5866666666666,2.2085111162147,83.9332229346682,75.240110398665,"Estimable"
"202","A5S_Urb_20","240422","Septoria.nodorum.leaf.blotch.severity...0.9.percentage.scale.",4.00000000000002,0.6722080217373,5.32296820642274,2.6770317935773,"Estimable"
"203","A5S_Urb_20","240428","FHB.plant.response...1.9.response.scale.",4.66666666666667,0.411292561981793,5.47612886504059,3.85720446829275,"Estimable"
"204","A5S_Urb_20","240428","Grain.yield...bu.ac",48.9840000019896,3.83398572067007,56.5296421965237,41.4383578074556,"Estimable"
"205","A5S_Urb_20","240428","Heading.time...Julian.date..JD..",140.666666666667,0.572484499832023,141.793369662549,139.539963670784,"Estimable"
"206","A5S_Urb_20","240428","Plant.height...cm.",68.58,2.2085111162147,72.9265562680016,64.2334437319984,"Estimable"
"207","A5S_Urb_20","240428","Septoria.nodorum.leaf.blotch.severity...0.9.percentage.scale.",5.66666666666667,0.672208021737299,6.98963487308939,4.34369846024395,"Estimable"
"208","A5S_Urb_20","240764","FHB.plant.response...1.9.response.scale.",4.33333333333333,0.411292561981793,5.14279553170725,3.52387113495941,"Estimable"
"209","A5S_Urb_20","240764","Grain.test.weight...lbs.bu",54.5452184715806,0.5034970128531,55.5361476460226,53.5542892971385,"Estimable"
