"","name","FHB.DON.content...ppm.","FHB.grain.incidence.....","FHB.incidence.....","FHB.severity.....","Grain.test.weight...lbs.bu","Grain.yield...bu.ac","Heading.time...Julian.date..JD..","Plant.height.inches","SBMV","balancedIX"
"472","US16-IL-062-109",2.21858373819884,6.23225284533076,-0.692966770145318,-7.4597006863279,0.423263776415659,7.31150076172365,0.903887110153761,0.723258909029163,-0.757511112350278,40.0400384277361
"488","US16-IL-063-003",-1.91862868163466,-1.20579501449019,1.23745719035838,9.64876813245608,0.417184036571783,0.0552465243547573,-1.51280787423775,0.523464177814603,-0.0184670264678664,-3.49100072529345
"521","US16-IL-063-154",-1.36204486836692,-4.30719562390188,-4.87101577753129,2.93940853788236,-0.00950972794003491,10.0936600606538,-0.114297738322023,1.76956511069201,-0.0336063109545659,50.9684913819306
"539","US16-IL-064-005",-3.32365451143287,-1.48555593210375,-7.04653618657253,0.82946286230964,0.813413098222433,-8.91342403796619,-4.54910576588622,-1.11370577598391,0.777903300420473,-11.1144951409374
"569","US16-IL-064-083",-2.71771068631544,-6.72328240644945,5.46963685442645,10.0786559238449,0.483610154950604,-1.7701604072882,-0.630214038143663,-1.77928845257154,-0.736651876371682,-19.290476116124
"574","US16-IL-064-095",-1.98496894606412,-10.799527990867,-13.7810687806091,-7.58384959360417,0.546255091295627,5.30348423213377,-0.0237552214042296,0.747447164337117,0.829581085092443,48.2643105606037
"592","US16-IL-064-137",-2.92851500719198,-20.9885975088128,-12.8845332634621,-7.86696221799082,1.36228341993191,-2.88800260130272,0.385356980734457,2.66758462884447,1.38107102236917,7.19907153583618
"601","US16-IL-064-160",-1.14139465080656,-16.0573987274573,-6.21283366503994,-8.31254938482767,1.24749635669515,7.0974839347119,2.17838955046133,1.52749176587516,0.170071139384728,41.3632059824529
"612","US16-IL-064-199",-2.28225892549914,-13.4131573456611,-9.29367356570175,-0.874808437286546,0.34154935564095,-3.23935541482842,0.406552471444996,2.03351892980674,0.448904454541863,-8.88269312614569
"614","US16-IL-064-204",-2.50715158525012,-19.6949953649762,-5.7025690441173,-3.55271963359043,1.4749423316101,3.69840565471418,1.87639240653883,1.33088024653849,-0.216735433680419,20.628160094335
"625","US16-IL-064-229",0.479122483993965,-6.17128212944366,4.4678363000227,4.531839808032,1.24537417718865,11.4611740497406,2.19103029819485,3.67694246420126,0.531979047106817,35.8887034150193
"628","US16-IL-064-234",-0.866563784002185,-6.03092689569849,-5.13498186968846,-8.22615808983469,1.24320429611723,-0.0894808850672746,-0.688922488310425,1.0838131676379,-0.252207210065347,20.6841171957531
"629","US16-IL-064-235",-0.731995030198277,-11.2992643763061,-14.4383398366485,-13.142229687894,-0.231942977883477,7.2390921262437,2.13908524215273,1.60931222419879,-1.97127803674405,52.0394136073546
"632","US16-IL-064-240",-1.16621944500598,-7.52080107269344,2.96357011167912,1.85597705898253,1.2867983698114,4.44023548145897,-0.373836866133132,2.0527092459963,0.590286541698568,22.7401466969613
"635","US16-IL-065-019",0.302305056579588,1.00220383511022,-0.995715592573305,-5.51535198250069,1.41158597180133,-5.72852860727654,-0.668461219630757,-0.313695821469061,0.0576661981133366,-15.5577224027504
"639","US16-IL-065-030",-2.75456450277867,-14.0905947016855,-19.6763488456428,-12.4291530829326,1.94489849320225,0.51971767103079,-0.959625854031657,2.00114912995645,0.891078480114796,41.9743207461126
"640","US16-IL-065-031",-3.65886426935915,-9.75402166095747,-29.2034011542958,-16.4057189636114,1.2245097885731,-7.43058716898705,-3.12484055690845,0.448359847529126,0.378135897623499,26.0529078488219
"641","US16-IL-065-032",-3.28528614474759,-22.5232048102659,-21.9207007164938,-14.7854536877379,0.533435763693028,-6.71442275562079,0.963232755029452,1.82609030852626,-0.690227432299451,-0.408654910806217
"642","US16-IL-065-034",-0.955929195257415,-3.08337377933422,-1.3345596104329,3.22544761368503,1.12474679695747,1.14758030687391,-0.104844058375505,0.839314629389264,0.0754945260740012,4.02271424098103
"643","US16-IL-065-037",-1.75413143425489,-15.4169479900763,-19.8150683665647,-15.7727692216933,0.796894592131736,4.35787534796103,0.357432160997718,3.29670546865106,0.498326992706283,56.9057453189695
"656","US16-IL-065-076",-0.232206858826739,-7.49108487030468,-4.39905458828382,-6.15129783910596,1.82525235355142,-0.57879668468297,0.683095499762231,0.804113324572391,1.73246100802775,6.32785915344553
"662","US16-IL-065-094",-0.903121341126454,-5.56834076107531,-3.91947473839994,-3.44427466126657,1.84624969884435,1.56379259287417,-0.610988171487975,1.16211975153475,1.3120950388554,20.9941216210546
"668","US16-IL-065-104",-3.29046253055228,-18.5009069810889,-19.8441171427824,-17.9733213183285,1.23899881548993,-6.1729411144421,-1.72458016359244,-0.00840562067156725,2.52684989706595,22.1248685946343
"670","US16-IL-065-107",-1.38889148586344,-11.0995335315811,0.69523218813066,4.01856538162719,-0.474704860076685,0.405225272857237,1.06517757788455,1.9626925571588,0.0763038793407764,-8.47891086054405
"672","US16-IL-065-109",-2.10078179797991,-20.7558011997369,-18.0182751772133,-18.1677508807216,2.02701814190289,-3.71622315654272,0.54225954848323,2.59847114116595,1.42635976392576,19.615961824981
"674","US16-IL-065-111",-1.97589569764839,-21.534460045776,-15.4065213823662,-16.995880158101,0.957152093937928,2.25217347133643,1.47330166084899,1.36632385279493,1.33578777197781,40.2260560691178
"675","US16-IL-065-113",-0.975707571933718,-10.601657854645,-6.63594618220483,-8.41841109666333,1.44073902958554,4.11910524564978,0.380030421113815,2.25876813452363,0.166030464393145,37.0171763098544
"679","US16-IL-065-125",-2.90288511056361,-20.9751842605866,-22.0255389244974,-17.3177755770841,2.04297758774047,-3.72520442548617,0.160937137695385,2.66893838824935,0.56804070316951,23.4196802047642
"698","US16-IL-066-044",-0.965735263910268,-13.0140701960881,-3.24636165219954,-4.41703710114766,1.40921391841491,4.02535364244136,0.917168490789322,2.7272186234362,1.36926449173441,25.8442429880187
"707","US16-IL-066-090",-1.12474166073097,-5.03427402186468,6.60935237886333,11.3614743087785,1.18809895335777,8.96078311665826,0.132225986902171,2.83643361511588,0.532518554475891,25.8858905488752
